id,is_tv_subscriber,is_movie_package_subscriber,subscription_age,bill_avg,reamining_contract,service_failure_count,download_avg,upload_avg,download_over_limit,churn
279417,1,0,0.96,22,0.01,0,0.0,0.0,0,1
279460,0,0,1.67,23,0.51,0,0.0,0.0,0,1
279543,0,0,1.25,0,0.0,0,0.0,0.0,6,1
279559,0,0,1.58,17,0.0,0,0.0,0.0,0,1
279581,1,1,6.87,18,1.85,0,35.9,3.9,0,0
279592,1,1,6.87,12,0.46,0,52.0,4.3,0,0
279626,1,1,4.1,5,0.0,0,2.8,0.2,0,1
279644,1,0,6.87,22,0.98,0,26.0,1.9,0,0
279677,1,1,6.87,20,1.01,1,65.6,2.8,0,0
279691,1,1,6.87,18,1.57,0,6.5,0.6,0,0
279762,1,0,1.12,16,0.02,3,0.0,0.0,0,1
279776,1,0,6.87,19,1.41,0,28.9,1.4,0,0
280007,0,0,0.75,0,0.0,0,0.0,0.0,1,1
280103,0,0,1.73,0,0.0,0,0.0,0.0,7,1
280172,1,1,5.47,22,0.0,0,51.5,7.3,0,1
280212,1,0,0.65,0,1.53,0,0.0,0.0,4,1
280214,1,1,6.87,14,1.8,0,76.2,17.0,0,0
280253,1,0,6.87,25,0.31,0,109.9,5.5,0,0
280257,1,1,5.5,15,0.0,0,1.0,0.1,2,1
280261,1,1,6.87,24,0.86,1,153.9,5.5,0,0
280287,0,0,0.24,17,1.73,0,0.0,0.0,0,1
280328,0,0,1.67,18,0.0,0,0.0,0.0,0,1
280448,0,0,1.71,22,0.0,0,0.0,0.0,0,1
280527,0,0,1.54,74,0.0,2,0.0,0.0,0,1
280543,1,1,6.87,21,0.21,1,25.6,1.6,0,0
280552,1,0,1.81,22,0.0,0,0.0,0.0,0,1
280601,0,0,5.43,24,0.0,0,19.2,1.2,0,1
280610,1,1,0.96,22,0.01,0,0.0,0.0,0,1
280616,0,0,3.38,11,0.0,0,15.7,0.6,0,1
280818,1,0,1.7,21,0.0,0,0.0,0.0,0,1
280844,1,0,0.53,21,1.45,0,0.0,0.0,0,1
280866,1,0,3.47,10,0.0,0,10.5,0.5,0,1
280894,1,0,4.63,21,0.0,0,22.9,1.1,0,1
281010,1,1,6.87,15,1.16,0,128.1,7.0,0,0
281037,1,1,6.87,16,0.05,1,41.0,3.0,0,0
281038,1,1,1.03,21,0.02,0,0.0,0.0,0,1
281136,1,1,6.87,10,1.21,1,10.2,1.3,0,0
281209,1,0,6.01,15,0.0,0,10.4,0.5,0,1
281212,1,1,6.87,20,1.84,0,53.5,4.2,0,0
281259,1,1,6.87,16,1.61,0,45.8,4.7,0,0
281432,1,1,1.28,21,0.01,0,0.0,0.0,0,1
281537,1,0,6.87,25,0.05,0,48.7,3.5,0,0
281605,1,1,6.87,21,0.38,0,83.9,9.2,0,0
281612,1,1,3.93,17,0.0,0,15.7,1.8,0,1
281632,0,0,0.45,19,0.0,0,0.0,0.0,0,1
281760,1,0,3.44,16,0.0,0,14.7,0.9,0,1
281793,1,1,0.98,17,0.0,0,0.0,0.0,0,1
281891,0,0,0.7,0,1.27,0,0.0,0.0,2,1
281896,1,1,1.55,23,0.0,0,0.0,0.0,4,1
281897,1,1,6.87,15,1.15,0,147.5,13.2,0,0
282029,1,0,5.6,24,0.0,0,38.6,2.3,0,1
282075,0,0,1.25,23,0.0,0,0.0,0.0,0,1
282179,1,0,6.87,12,1.04,0,33.3,5.3,0,0
282202,0,0,1.24,21,0.0,0,0.0,0.0,0,1
282203,1,0,0.77,18,0.0,0,0.0,0.0,0,1
282270,1,1,6.87,15,1.29,1,76.2,15.2,0,0
282398,1,0,1.41,0,0.0,0,0.0,0.0,6,1
282494,0,0,0.69,15,1.28,0,0.0,0.0,0,1
282565,0,0,0.37,5,1.6,1,0.0,0.0,0,1
282628,0,0,0.23,6,1.75,0,0.0,0.0,0,1
282809,1,0,6.86,22,1.08,0,12.3,0.7,0,0
282823,0,0,0.28,3,1.69,0,0.0,0.0,0,1
282897,1,0,6.86,19,1.85,2,54.5,2.9,0,0
282901,1,0,3.88,22,0.0,0,32.6,9.2,0,1
282917,1,0,3.53,12,0.0,0,6.4,0.7,0,1
282956,1,0,1.41,0,0.0,1,0.0,0.0,4,1
282986,1,1,6.86,20,0.01,0,102.4,5.0,0,0
283061,0,0,1.07,0,0.0,0,0.0,0.0,0,1
283143,0,0,0.22,20,1.75,0,0.0,0.0,0,1
283219,0,0,0.28,2,1.7,0,0.0,0.0,0,1
283273,0,0,0.25,6,1.73,1,0.0,0.0,0,1
283437,1,1,6.85,15,1.65,0,24.9,2.4,0,0
283579,1,0,6.6,21,0.0,0,45.4,2.6,0,1
283683,0,0,1.14,21,0.0,0,0.0,0.0,0,1
283686,1,0,1.97,19,0.0,0,0.0,0.0,0,1
283800,0,0,0.87,22,0.0,0,0.0,0.0,0,1
283818,1,0,6.85,21,0.38,0,38.4,2.1,0,0
283826,0,0,1.53,0,0.0,0,0.0,0.0,4,1
283900,1,1,6.85,21,1.54,0,81.7,14.7,0,0
283962,1,1,1.59,44,0.0,0,0.0,0.0,0,1
283997,1,0,4.78,26,0.0,0,15.7,0.5,0,1
284039,1,0,4.76,26,0.0,0,36.2,2.6,0,1
284153,1,0,5.98,25,0.0,0,66.8,3.7,0,1
284176,1,0,6.85,21,0.3,0,58.7,14.6,0,0
284184,1,1,6.85,21,0.14,0,42.8,4.1,0,0
284191,1,0,6.85,22,1.04,2,14.1,1.8,0,0
284192,0,0,1.05,20,0.01,2,0.0,0.0,0,1
284223,1,0,2.06,0,0.0,0,4.7,0.6,0,1
284237,0,0,0.97,22,0.0,0,0.0,0.0,0,1
284277,0,0,2.86,16,0.0,0,19.9,2.5,0,1
284280,1,1,6.85,21,0.31,0,202.2,12.7,0,0
284299,0,0,0.87,13,0.0,0,0.0,0.0,0,1
284309,1,0,6.85,12,1.03,0,22.0,1.4,0,0
284433,1,1,6.85,25,0.36,1,41.0,3.3,0,0
284442,1,0,6.85,21,0.14,0,12.1,2.0,0,0
284476,1,0,0.39,5,1.58,1,0.0,0.0,0,1
284500,1,0,6.85,30,1.17,0,234.7,11.2,0,0
284516,1,1,6.85,22,1.22,0,5.0,2.2,0,0
284558,1,1,6.85,21,0.27,0,34.6,1.5,0,0
284562,1,0,4.5,13,0.0,0,3.7,0.1,0,1
284578,1,0,6.85,21,1.74,0,22.0,2.5,0,0
284621,0,0,0.35,0,1.62,0,0.0,0.0,4,1
284678,1,1,6.85,16,1.67,0,28.2,4.7,0,0
284717,1,0,6.85,12,0.92,0,47.3,4.3,0,0
284743,0,0,1.32,0,0.0,0,0.0,0.0,3,1
284802,0,0,1.74,23,0.0,0,3.2,0.1,0,1
284837,1,0,6.85,21,0.1,1,86.9,8.8,0,0
284851,1,0,4.65,15,0.0,0,3.3,0.4,0,1
284861,1,0,6.85,25,0.24,0,70.4,5.8,0,0
284946,0,0,3.1,13,0.0,4,21.8,1.4,0,1
285193,1,0,0.69,16,1.28,1,0.0,0.0,0,1
285223,1,0,0.69,16,0.0,0,0.0,0.0,0,1
285253,1,1,6.85,17,1.77,0,27.1,1.3,0,0
285356,1,1,6.85,20,0.01,0,100.3,10.9,0,0
285363,1,1,6.85,19,1.92,1,9.5,0.6,0,0
285381,1,1,6.85,9,1.24,0,23.6,1.0,0,0
285401,1,0,1.65,20,0.0,0,0.0,0.0,0,1
285404,1,1,6.85,18,1.8,0,93.0,12.4,0,0
285431,0,0,3.71,15,0.0,0,46.3,1.5,0,1
285436,0,0,0.82,18,0.01,0,0.0,0.0,0,1
285437,1,0,1.06,19,0.0,1,0.0,0.0,0,1
285442,0,0,1.42,50,0.0,0,0.0,0.0,0,1
285460,0,0,1.75,21,0.0,0,0.0,0.0,0,1
285492,1,0,3.11,13,0.0,1,29.1,2.8,0,1
285504,1,0,2.93,15,0.0,0,0.1,0.0,0,1
285510,0,0,1.46,18,0.0,0,0.0,0.0,0,1
285514,1,1,6.85,24,1.07,0,119.1,5.0,0,0
285520,0,0,6.85,26,0.12,0,2.6,0.3,0,0
285568,0,0,0.8,19,0.02,2,0.0,0.0,0,1
285574,1,1,1.58,0,0.0,0,0.0,0.0,6,1
285608,1,1,6.85,12,0.63,1,15.4,1.0,0,0
285612,1,1,7.5,15,0.93,0,43.3,3.4,0,1
285725,0,0,0.54,9,1.43,0,0.0,0.0,0,1
285727,1,1,6.85,22,0.07,0,6.2,0.3,0,0
285743,0,0,0.41,6,1.56,0,0.0,0.0,0,1
285774,1,1,6.85,31,1.84,1,113.1,5.2,0,0
285840,1,0,5.72,19,0.0,0,65.4,2.2,0,1
285937,1,0,6.9,21,0.0,0,98.6,3.7,0,1
286023,1,1,6.85,22,0.81,1,42.7,3.9,0,0
286039,1,0,6.85,21,0.53,0,79.7,7.5,0,0
286172,0,0,1.75,0,0.0,0,0.0,0.0,4,1
286284,1,0,6.85,25,0.25,0,47.4,5.5,0,0
286292,1,0,6.85,21,1.88,0,30.3,4.9,0,0
286394,0,0,1.96,0,0.0,0,0.0,0.0,5,1
286412,1,0,5.32,26,0.0,0,13.2,2.1,0,1
286429,1,1,6.85,22,1.04,0,96.8,5.5,0,0
286470,0,0,3.11,13,0.0,0,21.5,1.1,0,1
286478,0,0,1.85,16,0.0,0,0.0,0.0,3,1
286647,1,1,6.13,22,0.0,0,58.5,2.4,0,1
286717,1,1,6.85,12,0.55,0,43.7,2.3,0,0
286738,1,1,6.85,18,1.82,0,15.4,1.0,0,0
286934,0,0,1.05,18,0.0,0,0.0,0.0,0,1
287068,1,1,6.69,10,0.0,3,66.1,5.2,0,1
287074,1,0,6.85,20,0.92,0,12.9,1.2,0,0
287097,1,1,1.31,18,0.0,0,0.0,0.0,0,1
287169,1,1,6.85,19,1.93,0,119.3,8.1,0,0
287298,1,0,0.69,15,1.28,0,0.0,0.0,0,1
287350,1,0,6.85,21,0.55,0,117.8,7.2,0,0
287357,0,0,1.55,18,0.0,0,0.0,0.0,0,1
287367,1,1,0.96,20,0.0,0,0.0,0.0,0,1
287392,1,0,6.85,22,1.97,0,30.9,2.3,0,0
287459,0,0,0.86,0,0.0,0,0.0,0.0,0,1
287503,1,0,6.85,20,0.9,0,17.4,1.1,0,0
287585,0,0,1.82,18,0.0,0,0.0,0.0,0,1
287592,1,0,4.85,26,0.0,0,37.5,1.9,0,1
287697,1,0,6.85,22,1.3,0,29.7,2.2,0,0
287714,1,1,6.85,22,0.7,0,79.0,5.4,0,0
287746,0,0,3.39,14,0.0,1,30.0,0.7,0,1
287833,0,0,1.05,20,0.0,0,0.0,0.0,0,1
287835,1,0,3.83,18,0.0,0,39.5,1.3,0,1
287907,1,1,0.71,16,1.26,0,0.0,0.0,0,1
287918,1,1,6.85,22,1.63,0,91.3,10.4,0,0
288088,1,1,6.85,16,1.85,1,18.4,0.8,0,0
288139,1,1,6.85,22,0.85,0,73.8,7.9,0,0
288162,0,0,2.34,36,0.0,4,235.3,8.0,0,1
288188,1,1,6.85,22,1.67,2,34.8,2.7,0,0
288295,1,0,1.45,18,0.0,0,0.0,0.0,0,1
288315,1,0,5.72,57,0.0,0,101.7,5.5,0,1
288335,1,1,6.84,16,1.69,0,33.6,2.2,0,0
288409,1,0,6.84,21,0.2,0,34.2,2.1,0,0
288421,1,1,4.9,22,0.0,0,12.3,1.1,0,1
288461,1,0,5.85,22,0.0,0,89.5,3.5,0,1
288472,1,1,6.84,16,1.8,0,24.4,0.9,0,0
288520,1,1,6.84,15,1.36,0,28.8,2.8,0,0
288634,1,1,6.84,10,1.24,0,53.3,3.5,0,0
288779,0,0,0.17,0,0.0,1,0.0,0.0,2,1
288888,1,0,6.84,21,0.31,0,101.1,7.4,0,0
288919,0,0,1.41,21,0.0,0,0.0,0.0,0,1
288954,1,0,4.69,13,0.0,0,12.1,0.4,0,1
289005,0,0,0.62,15,0.0,1,0.0,0.0,0,1
289009,0,0,0.59,0,0.0,0,0.0,0.0,3,1
289084,1,1,1.55,23,0.0,0,0.0,0.0,0,1
289097,1,0,1.32,20,0.0,0,0.0,0.0,0,1
289146,1,0,5.43,20,0.0,3,69.3,32.4,0,1
289233,1,1,6.84,22,0.07,0,6.7,0.7,0,0
289316,1,1,6.84,21,0.3,0,59.0,5.5,0,0
289345,1,0,1.55,23,0.0,1,0.0,0.0,0,1
289392,1,1,6.84,22,0.74,1,29.9,2.5,0,0
289477,1,1,2.85,14,0.0,0,3.8,0.3,0,1
289572,1,1,6.84,15,1.3,0,16.4,1.5,0,0
289590,1,1,1.07,0,0.0,0,0.0,0.0,0,1
289635,1,1,6.84,24,0.62,0,49.8,2.3,0,0
289671,0,0,1.12,0,0.0,0,0.0,0.0,4,1
289733,0,0,1.16,21,0.01,0,0.0,0.0,0,1
289840,0,0,0.67,0,1.3,0,0.0,0.0,0,1
289851,1,0,1.2,18,0.0,0,0.0,0.0,0,1
289863,1,0,1.01,22,0.01,0,0.0,0.0,0,1
289871,1,0,6.84,21,0.21,1,37.4,3.2,0,0
289878,0,0,0.28,12,0.0,0,0.0,0.0,0,1
289945,0,0,1.3,20,0.0,0,0.0,0.0,0,1
289961,1,1,6.84,14,1.57,0,228.8,31.8,0,0
290037,1,1,0.44,11,0.0,0,0.0,0.0,0,1
290081,1,0,6.82,21,0.0,0,53.1,3.8,0,1
290109,0,0,1.97,23,0.0,1,0.0,0.0,0,1
290192,1,1,0.97,23,0.01,0,0.0,0.0,0,1
290212,1,0,1.3,15,0.0,0,0.0,0.0,1,1
290242,0,0,1.56,0,0.0,0,0.0,0.0,6,1
290251,1,0,4.39,19,0.0,1,38.7,2.8,0,1
290259,0,0,1.09,0,0.01,0,0.0,0.0,3,1
290296,0,0,0.22,0,1.93,0,0.0,0.0,2,1
290360,0,0,1.51,14,0.0,0,0.0,0.0,0,1
290500,1,1,0.85,15,0.0,0,0.0,0.0,0,1
290534,0,0,1.5,24,0.0,2,0.0,0.0,0,1
290557,1,1,6.84,17,1.66,0,36.9,2.1,0,0
290634,1,1,0.79,0,0.04,0,0.0,0.0,3,1
290709,0,0,1.62,71,0.0,0,0.0,0.0,0,1
290745,1,1,6.84,20,1.97,0,11.8,1.7,0,0
290819,1,1,6.84,19,1.86,1,33.7,2.1,0,0
290822,1,1,6.84,21,0.26,1,31.7,4.2,0,0
290874,1,1,7.2,31,1.96,0,42.9,2.5,0,1
290909,0,0,1.3,20,0.0,0,0.0,0.0,0,1
291010,1,1,6.84,19,0.26,0,41.7,1.4,0,0
291011,1,0,6.84,22,0.93,0,27.6,4.4,0,0
291035,1,1,6.84,58,0.0,1,60.6,3.9,0,0
291115,1,0,1.87,23,0.0,0,0.0,0.0,0,1
291177,1,0,6.84,12,0.94,0,49.1,7.2,0,0
291196,1,1,6.84,16,1.62,1,187.2,12.4,0,0
291248,0,0,0.41,5,1.56,0,0.0,0.0,0,1
291304,1,0,2.6,21,0.0,1,31.8,1.3,1,1
291397,0,0,3.56,16,0.0,0,17.9,0.8,0,1
291444,0,0,1.63,19,0.0,0,0.0,0.0,0,1
291493,1,1,1.81,18,0.0,0,0.0,0.0,0,1
291580,1,0,6.83,21,0.31,0,75.4,5.2,0,0
291613,1,1,1.97,0,0.0,0,0.0,0.0,0,1
291646,0,0,1.97,24,0.0,0,0.0,0.0,0,1
291666,1,1,6.83,24,0.78,0,168.7,10.6,0,0
291671,1,0,5.77,33,0.0,0,128.2,37.6,0,1
291696,1,0,0.33,4,1.64,0,0.0,0.0,0,1
291697,1,1,6.83,18,1.84,0,48.9,1.5,0,0
291722,1,0,1.33,20,0.0,2,0.0,0.0,0,1
291797,1,0,3.09,14,0.0,0,10.7,0.6,0,1
291881,1,0,0.35,20,1.21,1,0.0,0.0,0,1
291899,1,0,6.83,26,0.11,1,26.8,6.2,0,0
291951,0,0,3.79,16,0.0,0,27.2,1.9,0,1
291964,0,0,3.96,21,0.0,0,58.7,2.9,0,1
291977,1,0,1.21,0,0.02,0,0.0,0.0,5,1
292021,0,0,1.6,22,0.0,0,0.0,0.0,0,1
292038,1,0,6.83,21,0.26,1,97.4,10.4,0,0
292209,0,0,6.83,25,0.36,0,50.5,3.3,0,0
292224,1,0,6.83,21,0.3,0,96.9,4.4,0,0
292255,1,0,4.24,25,0.0,4,109.9,14.1,0,1
292272,1,0,6.83,25,0.29,0,34.8,2.5,0,0
292392,1,1,6.83,15,1.75,0,57.6,5.4,0,0
292458,1,0,6.83,21,0.3,0,4.7,0.3,0,0
292506,1,0,1.59,16,0.0,0,0.0,0.0,0,1
292585,0,0,1.24,21,0.0,0,0.0,0.0,0,1
292620,0,0,1.04,24,0.0,1,0.0,0.0,0,1
292667,1,1,6.83,10,1.28,1,15.7,1.0,0,0
292674,1,1,6.83,17,1.76,0,42.2,4.5,0,0
292769,0,0,0.99,21,0.01,1,0.0,0.0,0,1
292810,1,1,6.83,25,0.38,0,100.7,8.1,0,0
292857,1,0,1.19,19,0.0,1,0.0,0.0,0,1
292937,1,1,1.31,21,0.0,1,5.1,0.2,0,1
293000,0,0,0.52,0,0.0,0,0.0,0.0,2,1
293052,1,1,1.44,0,0.0,0,0.0,0.0,0,1
293107,1,0,2.88,15,0.0,0,23.8,1.1,0,1
293123,0,0,1.03,22,0.01,0,0.0,0.0,0,1
293182,1,1,6.83,17,1.75,0,62.5,3.9,0,0
293225,0,0,0.67,16,0.0,0,0.0,0.0,0,1
293244,1,0,1.97,20,0.0,0,0.0,0.0,0,1
293278,0,0,1.19,19,0.0,0,0.0,0.0,0,1
293321,1,1,0.72,16,0.01,1,0.0,0.0,0,1
293363,1,1,6.83,12,0.31,1,56.6,2.3,0,0
293372,0,0,1.8,18,0.0,0,0.0,0.0,0,1
293375,1,1,1.19,20,0.0,0,0.0,0.0,0,1
293579,1,1,6.83,12,0.34,0,69.0,5.1,0,0
293586,0,0,4.05,23,0.0,0,3.7,0.3,0,1
293594,0,0,1.03,20,0.0,0,0.0,0.0,0,1
293758,1,1,6.83,21,0.22,0,49.5,3.3,0,0
293818,1,0,1.97,49,0.0,0,0.0,0.0,0,1
293827,1,0,6.83,21,0.36,0,130.9,8.0,0,0
293843,0,0,0.74,17,0.0,0,0.0,0.0,0,1
293848,1,1,3.9,21,0.0,0,13.2,2.5,0,1
293849,1,1,1.22,0,0.0,0,0.0,0.0,4,1
293893,1,0,6.83,20,1.33,0,155.1,9.5,0,0
294038,1,1,6.83,22,1.28,1,51.7,3.6,0,0
294060,1,1,1.3,21,0.0,1,0.0,0.0,0,1
294068,0,0,0.27,4,1.7,0,0.0,0.0,0,1
294150,1,1,6.83,22,1.95,2,52.1,3.4,0,0
294200,1,0,4.61,17,0.0,0,36.7,1.6,0,1
294211,1,0,5.84,28,0.0,0,49.5,1.3,0,1
294263,1,1,1.93,39,0.0,0,0.0,0.0,0,1
294270,1,1,1.87,23,0.0,3,0.0,0.0,0,1
294318,1,0,1.15,21,0.01,0,0.0,0.0,0,1
294333,1,1,6.83,39,1.96,2,38.7,5.0,0,0
294342,0,0,0.39,6,1.59,3,0.0,0.0,0,1
294425,0,0,0.84,20,0.0,0,0.0,0.0,0,1
294427,1,1,6.83,20,1.53,0,8.0,1.1,0,0
294467,1,0,0.35,0,1.62,0,0.0,0.0,1,1
294598,1,1,6.83,18,1.45,1,67.7,4.4,1,0
294646,0,0,1.38,23,0.0,0,0.0,0.0,0,1
294689,1,0,1.03,16,0.0,0,0.0,0.0,0,1
294705,1,0,6.82,22,0.59,0,12.8,0.7,0,0
294709,1,0,6.82,22,0.99,1,46.4,3.8,0,0
294753,1,1,6.82,10,1.09,0,8.0,0.8,0,0
294760,1,0,1.3,20,0.0,0,0.0,0.0,0,1
294812,1,0,6.82,13,0.16,0,31.7,1.6,0,0
294871,0,0,1.97,19,0.0,4,0.0,0.0,0,1
294896,1,1,6.82,15,1.26,0,18.6,3.9,0,0
294926,1,0,6.82,22,0.94,0,4.9,1.2,0,0
294988,1,1,1.43,17,0.0,0,0.0,0.0,0,1
295090,1,1,1.84,22,0.0,1,0.0,0.0,0,1
295132,0,0,0.33,0,1.64,0,0.0,0.0,4,1
295135,1,0,4.62,19,0.0,0,44.2,8.5,0,1
295144,1,1,6.82,17,1.86,0,59.6,2.3,0,0
295158,0,0,0.21,6,1.76,0,0.0,0.0,0,1
295228,1,1,6.82,12,0.22,0,31.4,3.7,0,0
295300,1,0,0.37,0,1.61,0,0.0,0.0,0,1
295310,1,1,0.99,21,0.0,0,0.0,0.0,0,1
295390,1,0,6.82,12,0.82,0,43.0,5.2,0,0
295411,1,0,5.72,10,0.0,0,18.2,0.7,0,1
295427,1,0,1.86,23,0.0,0,0.0,0.0,0,1
295430,1,1,1.49,20,0.0,0,0.0,0.0,0,1
295467,1,0,1.36,16,0.0,0,0.0,0.0,0,1
295489,0,0,1.29,19,0.0,0,0.0,0.0,0,1
295559,1,0,4.35,18,0.0,0,12.1,0.8,1,1
295692,1,0,3.95,21,0.0,0,12.0,0.6,0,1
295698,1,0,1.97,21,0.0,0,1.6,0.1,0,1
295745,1,0,6.82,12,1.04,0,80.1,4.8,0,0
295835,1,0,4.79,18,0.0,0,0.0,0.0,0,1
295837,1,1,1.16,24,0.0,0,0.0,0.0,0,1
295868,1,1,6.82,20,1.85,0,26.0,1.7,0,0
295881,1,1,6.82,10,1.14,0,44.7,4.4,0,0
295915,1,1,6.82,21,0.28,1,49.0,2.8,0,0
295945,1,0,6.82,30,0.71,2,43.4,9.5,0,0
295966,1,0,5.43,22,0.0,2,37.4,1.8,0,1
296018,0,0,1.36,23,0.0,0,0.0,0.0,0,1
296078,1,1,7.03,5,0.02,0,1.5,0.1,0,1
296147,1,0,0.68,16,0.0,5,0.0,0.0,0,1
296290,0,0,1.28,23,0.01,1,0.0,0.0,0,1
296307,1,1,6.82,24,0.01,1,1.5,0.8,0,0
296392,1,0,3.44,13,0.0,1,24.7,3.5,0,1
296413,1,1,1.41,22,0.0,0,0.0,0.0,0,1
296430,0,0,1.1,20,0.0,0,0.0,0.0,0,1
296433,1,0,6.82,24,0.83,0,43.4,1.4,0,0
296436,1,0,6.82,22,0.89,3,9.5,0.6,0,0
296544,1,1,6.82,16,1.8,0,83.1,5.5,0,0
296556,1,1,6.82,15,1.12,0,92.2,6.7,0,0
296559,0,0,4.71,21,0.0,0,24.6,1.0,0,1
296682,0,0,0.93,18,0.0,0,0.0,0.0,0,1
296694,1,0,6.82,25,0.05,0,118.2,10.8,0,0
296898,1,0,0.46,7,1.51,0,0.0,0.0,0,1
296912,0,0,0.59,12,0.0,0,0.0,0.0,0,1
296946,1,0,6.82,12,1.02,0,60.8,3.7,0,0
296972,1,1,6.82,10,1.16,0,61.2,3.0,0,0
297052,0,0,1.38,21,0.0,0,0.0,0.0,0,1
297064,1,0,6.82,22,0.99,0,133.0,9.7,0,0
297136,1,1,0.89,24,0.0,0,0.0,0.0,0,1
297154,1,1,6.82,32,1.84,0,51.3,2.1,0,0
297253,1,0,7.08,17,1.32,0,28.5,1.1,0,1
297354,1,1,6.82,18,0.18,0,5.4,0.5,0,0
297481,1,1,6.82,29,1.55,0,122.0,5.8,0,0
297511,1,1,6.82,19,1.92,1,15.0,1.1,0,0
297528,0,0,0.67,15,1.3,0,0.0,0.0,0,1
297603,1,0,1.27,22,0.0,0,0.0,0.0,0,1
297656,0,0,4.42,21,0.0,1,4.1,0.3,0,1
297694,1,0,3.93,22,0.0,0,6.0,0.4,0,1
297748,1,1,0.44,7,1.53,2,0.0,0.0,0,1
297785,1,1,1.4,0,0.0,0,0.0,0.0,3,1
297788,1,1,6.82,21,0.29,0,2.8,0.5,0,0
297885,0,0,3.04,15,0.0,0,39.8,1.4,0,1
297893,1,0,5.42,30,0.0,0,23.2,2.4,0,1
297985,0,0,0.76,0,0.01,0,0.0,0.0,6,1
298035,1,1,6.81,10,1.43,0,0.2,0.0,0,0
298050,1,1,6.81,21,0.49,0,16.1,1.8,0,0
298081,1,1,0.82,19,0.0,0,0.0,0.0,0,1
298183,1,1,1.18,18,0.0,0,0.0,0.0,0,1
298218,1,0,0.92,43,0.0,0,0.0,0.0,0,1
298232,1,0,0.97,0,0.02,0,0.0,0.0,5,1
298251,1,0,5.87,18,0.0,0,0.0,0.0,0,1
298284,1,0,6.81,21,0.13,0,168.5,14.5,0,0
298290,0,0,1.1,20,0.0,0,0.0,0.0,0,1
298486,1,1,6.81,22,1.08,5,80.4,4.0,0,0
298544,1,0,0.4,6,1.57,0,0.0,0.0,0,1
298573,1,0,4.56,26,0.0,0,205.5,12.8,0,1
298709,1,1,6.81,20,0.04,0,16.9,1.0,0,0
298830,1,0,6.81,22,0.88,0,24.1,3.3,0,0
298833,1,0,3.44,16,0.0,0,26.8,2.1,0,1
298838,0,0,3.18,27,0.0,2,82.1,13.1,0,1
298848,1,0,6.81,21,0.42,0,82.0,5.2,0,0
298863,1,0,7.21,4,0.01,4,26.1,2.1,0,1
298916,1,0,6.81,22,1.23,1,59.4,3.6,0,0
298941,0,0,1.61,19,0.0,0,0.0,0.0,0,1
298942,0,0,1.09,20,0.0,0,0.0,0.0,0,1
299034,1,1,6.81,15,1.53,0,85.2,3.4,4,0
299165,1,0,6.81,21,0.15,0,70.5,3.0,0,0
299179,0,0,0.82,5,0.04,0,0.0,0.0,7,1
299183,1,0,5.26,26,0.0,0,22.1,0.9,0,1
299193,0,0,1.97,0,0.0,1,0.0,0.0,2,1
299203,1,1,6.81,7,0.31,0,23.2,3.7,0,0
299235,1,0,1.28,18,0.0,0,0.0,0.0,0,1
299293,1,1,2.69,18,0.0,0,20.3,3.0,0,1
299384,1,1,6.81,12,0.19,0,16.2,3.8,0,0
299389,1,0,1.75,0,0.0,0,0.0,0.0,0,1
299437,1,0,6.81,20,1.05,1,67.4,3.0,0,0
299531,1,0,6.81,21,0.5,2,18.6,3.8,0,0
299630,1,1,6.81,25,1.8,0,43.9,2.4,0,0
299701,0,0,0.68,0,1.29,0,0.0,0.0,1,1
299740,1,0,1.97,21,0.0,0,1.4,0.1,0,1
299772,1,1,1.19,21,0.0,0,0.0,0.0,0,1
299809,0,0,1.84,21,0.0,0,0.0,0.0,0,1
299823,1,1,6.81,15,1.31,0,53.4,3.3,0,0
299840,1,1,6.81,10,1.42,1,35.1,1.2,0,0
299872,0,0,1.97,0,0.0,0,0.0,0.0,2,1
299906,1,0,6.81,20,0.14,0,171.3,12.1,0,0
299913,1,0,5.92,21,1.1,0,106.9,7.3,0,1
299925,1,1,6.81,25,0.29,0,44.5,3.4,0,0
299941,0,0,1.97,0,0.0,1,0.0,0.0,2,1
299946,1,1,6.81,10,1.4,1,164.3,12.9,0,0
299953,0,0,0.54,10,1.43,0,0.0,0.0,0,1
299970,1,1,6.59,28,0.0,0,45.7,3.3,0,1
300010,1,0,4.01,19,0.0,0,51.1,1.6,1,1
300014,1,1,6.81,18,1.25,1,112.6,3.5,0,0
300029,0,0,0.83,22,0.0,2,0.0,0.0,0,1
300030,0,0,1.26,31,0.01,1,0.0,0.0,0,1
300054,1,1,1.52,0,0.0,0,0.0,0.0,3,1
300065,1,0,6.81,20,0.93,1,137.8,9.1,0,0
300147,1,0,0.7,0,0.04,3,0.0,0.0,4,1
300237,1,0,7.08,18,1.54,0,32.0,1.9,0,1
300313,1,1,6.81,24,1.84,0,187.2,5.1,0,0
300344,1,0,6.81,9,0.59,1,138.8,6.8,0,0
300401,1,0,0.7,38,0.0,0,0.0,0.0,0,1
300434,1,1,1.26,19,0.0,0,0.0,0.0,0,1
300467,1,1,6.81,20,0.41,0,136.9,19.9,0,0
300577,1,1,6.81,24,0.92,0,167.0,7.8,0,0
300586,1,1,6.81,15,1.64,0,5.1,0.4,0,0
300620,1,1,1.27,0,0.0,0,0.0,0.0,2,1
300671,1,1,4.19,26,0.0,0,43.4,1.7,0,1
300682,1,1,6.81,12,0.89,0,139.2,14.1,0,0
